Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry
FCBNNS7FNBQFQWHA5PCC44PY,Selenite Charging Table - Hexagon,Small,,<p></p><p></p><p>A beautiful selenite plate is perfect for charging your gemstone jewelry and tumbled stone collection.</p><p></p><p>Selenite quartz crystal is legendary in metaphysical law for being a cleansing and psychic healing stone. Selenite is thought to be one of only a few crystals that can cleanse and recharge both itself and other gemstones. <br/></p><p></p><p><strong>How to Use for Cleansing and Recharging:</strong> lay crystal jewelry or gemstones on top of your Selenite Charging Plate when they are not in use.</p>,The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,35.23,,N,,N,,N,#size6bfebe18-0a89-4602-8cd4-5eb77d0af0e6,Small,,,,,,,,N,,,,,,Y,5,,,,
PLVYMUUSYSF4B4QBXNT6VBHY,Selenite Charging Table - Hexagon,Medium,,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,,,,,44.23,,N,,,,N,#size6bfebe18-0a89-4602-8cd4-5eb77d0af0e6,Medium,,,,,,,,N,,,,,,Y,4,,,,
MC7A544ATT2QVHM7HQIVCWQI,Selenite Crystal Skyscraper Lamp Prime,,,"Size: Due to its nature and handcraft, height may range between 11"" to 13""x4.5""x4.5""aprox. Color, size and shape may vary due to its nature.
Includes: Electrical Cord and Bulb
Selenite Crystals are remarkably peaceful. They instill a deep sense of inner peace, clarity and carry a very high vibration that makes them ideal for healing. The crown chakra is associated with the Selenite stone and aside from this you can use Selenite to contact your Guardian Angel or Spiritual Guides. Cleansing and clearing other crystals of negative energies and vibrations is another wonderful property of Selenite. Unlike other metaphysical stones, you will never have to recharge or cleanse your Selenite crystal because it does that by itself. In new age and spiritual work, Selenite is considered one of the more powerful healing stones. It ensures a peaceful environment when stones are placed around the home and is an excellent stone for meditation.
US Plug
E12 Lamp Holder
Butterly Spring
Night Light Bulb
120V
Cable may be white or black",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,111.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,20,,,,
LFJT3PG6YLBNLMQRBBCE7HN2,"Selenite Healing Bowl 3.5""-4"" Diameter",,,"The Selenite Bowl is a natural hand-carved product that can be used to clean or charge crystals and gemstones. It’s great for holding jewelry or simply for decoration. The size, color, and shape of the bowl may vary, as it’s a natural stone and minor imperfections are normal. It’s made in Morocco.",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,85.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,24,,,,
K5AVASVXYXJEBV6DH7ORG4SR,Selenite Heart,,,"Selenite Heart

To vibrate at their peak potential, your crystals require cleansing and charging. A Selenite Charging Plate can be a valuable tool for this purpose. Unlike other crystals, Selenite doesn’t need charging; instead, it amplifies the energy of all crystals placed upon it.

The pure, high-vibrational energy of Selenite is akin to pure white light. It possesses the remarkable ability to cleanse, purify, and align you with your highest potential. By shifting your aura and energetic vibration, Selenite helps you attune yourself to a higher energy level. Conversely, low-vibrational energies tend to attract negativity. Raising your vibration is crucial in keeping feelings of grief, fear, anger, and anxiety out of your mental and physical space. If you’ve been actively working with crystals during times of stress or emotional turmoil, don’t forget to release that energy from them using Selenite.

Selenite also provides protection from the angelic realm, helping to dispel all negative energy from your body and mind. It is renowned for bringing deep peace and mental clarity. These Selenite Charging Plates and bowls can magnify the energy of anything placed upon them. Additionally, you can combine them with other crystals to amplify the desired intention.",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,39.99,,N,,N,,N,,,,,,,,,,N,,,,,,Y,2,,,,
RW2KGYL4XN5K5WJ7FZ5QMIQ2,Selenite Incense Holder,,,"This powerful piece is used to burn incense and clear the energy of the room. Selenite helps remove negativity and energy blockages, cleanses and purifies the aura, and absorbs negativity and anxiety. It can also be used as a gemstone charging station. Use it with our Mayan Copal Resin Sticks or Palo Santo incense.",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,79.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,17,,,,
EFPCYCZAPKHNREGZ7NAQUENC,Selenite Knife,,,"<p>This **15cm Selenite Knife Sword** is a powerful energy tool used for **cutting cords**, releasing attachments, and clearing stagnant or negative energy. Hand-carved from natural selenite, its sleek, blade-like shape allows you to “slice” through energetic blocks with intention and precision — making it a favorite for energy workers, empaths, and those on a healing journey.</p><p>2nd picture is AI generated. No two knives are the same!</p><p><br/></p><p>⚠️ <em>Important Care Notice</em>: Your selenite knife is handcrafted from a fragile crystal. Any modifications or alterations may result in breakage and will void our return policy. Handle with care.</p><p><br/></p><p>🌟 **Why Use a Selenite Knife?**</p><p>✂️ **Cord Cutting**: Gently sever energy cords between you and people, habits, or thought patterns that no longer serve you.</p><p><br/></p><p>- 🌀 **Aura Sweeping**: Glide the knife around your energy field to clear dense or stagnant energy.</p><p>- 🕯️ **Ritual Tool**: Use in moon ceremonies, chakra healing, or altar work as a symbol of spiritual protection and release.</p><p>- 🛡️ **Psychic Defense**: Create energetic boundaries and dispel negativity from your space, tools, and self.</p><p><br/></p><p>✨ **Metaphysical Properties of Selenite:**</p><p>- One of the highest-vibrational crystals, selenite resonates with **pure white light**</p><p>- **Cleanses, clears, and charges** other crystals — never needs to be cleansed itself</p><p>- Helps align your energy with your **higher self, spirit guides, and angelic support**</p><p>- Assists in **raising your vibration** to release fear, grief, anxiety, and overwhelm</p><p>- Brings **mental clarity, peace**, and lightness to both the mind and space</p><p><br/></p><p>💬 **Affirmation:**  </p><p>*“I release what no longer aligns with my highest self. I am protected, cleansed, and free.”*</p><p><br/></p><p><br/></p><p>📏 **Size**: 15 cm (approx. 6 inches)  </p><p>🔹 Lightweight and comfortable for regular ritual use  </p><p>🔹 Each piece is unique and hand-shaped — no two are exactly alike</p><p><br/></p><p>🧘‍♀️ **How to Use:**</p><p>- **For cord cutting**: Hold the knife above your body and visualize the energetic tie. Swipe the blade gently in the air while stating your intention (e.g., *“I release what no longer serves me”*).</p><p>- **For aura cleansing**: Slowly move the selenite sword around your body in sweeping motions to remove heavy energy.</p><p>- **For space clearing**: Place the sword near doorways, altars, or sacred items to protect and purify.</p><p><br/></p><p>✅ **All taxes, shipping, and credit card fees are already included in the price.** No surprise charges at checkout — just a clear path to energetic freedom.</p>",Energy & Elements,Energy & Elements,Selenite Sword – Aura & Energy Clearing Tool,"15cm carved selenite sword for aura cleansing, energy work, and ritual decor.",,,visible,Physical good,,,,Y,N,N,N,49.99,,N,,N,,N,,,,,,,20.64,Carmine Eurybia,,N,0,,,,,Y,1,,,,
UJRZEU772FCZNVYAIPQOM74T,Selenite Lamp,Default Title,,"<p></p><p><b>Selenite, a mineral known for its purifying properties, is associated with cleansing negative energies. It also enhances mental clarity and fosters a deeper connection with the higher self. Additionally, Selenite promotes a sense of calm and serenity, effectively reducing stress levels.</b></p><p></p>",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,79.99,,N,,N,,N,#title7f8245fa-9006-44ac-8a47-e69a692612b8,Default Title,,,,,,,,N,,,,,,Y,1,,,,
AASKHYC6LJYPHKK6XMMHYUY3,"Selenite Sticks 4""",,,"Selenite sticks are ideal for recharging and cleansing all your crystals. Simply place your small crystals on top of the selenite and leave it for at least 6 hours.

This item can also help alleviate aches and pains, including headaches, muscle soreness, and tightness, as well as insomnia. Lie down, take deep breaths, and exhale at least three times. Gently place the selenite directly on the affected area, relax (close your eyes, meditate, or set an intention for the selenite), and allow it to work for at least 15-20 minutes. This stone may help absorb negative energy.

Please note:
- This information is not intended as medical advice.
- Please read our disclaimer regarding crystals and any medical claims/information provided on this site.
- Do not take the information contained here in lieu of medical advice.

Important:
- Each selenite stick is sold separately.
- Keep your selenite away from water or moisture, as it can disintegrate.
- Please note that there are imperfections in each natural stone due to hand-cutting in Morocco.

Dimensions:
- 4” x 1” x 1/2”

Origin:
- Morocco",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,15.99,,N,,N,,N,,,,,,,,,,N,,,,,,Y,100,,,,
ZYMZK52UO5RIG2KBUNCO3KNT,Selenite from Morocco + Lava Bracelet 8 mm Beads.,,,"Selenite from Morocco + Lava Bracelet 8 mm Beads.
Length 19-20 cm.
Comes in a box pouch.
We can make it to your length on request.
Made in France in our A Bijoux workshop. Discover more than 1000 models of natural stone bracelets made by the A Bijoux brand.",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,26.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,100,,,,
5I7BP6M4PGNKEZQOIBSBMFXJ,Selenite from Morocco 8 mm 2 beads necklace.,,,"Selenite from Morocco 8 mm 2 beads necklace, stainless steel chain length 45 cm. We can make it to your length on request (price varies depending on the length of the necklace). Made in France in our A Bijoux workshop. Delivered in a box pouch. Necklace for women, men, children.  Discover more than 1000 models of necklaces made by the A Bijoux brand.",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,23.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,100,,,,
NXY7MUXVE4HCYGJ4R4CFXQRA,Selenite from Morocco + wood Bracelet 8 mm Beads.,,,"Selenite from Morocco + wood Bracelet 8 mm Beads.
Length 19-20 cm.
Comes in a box pouch.
We can make it to your length on request.
Made in France in our A Bijoux workshop. Discover more than 1000 models of natural stone bracelets made by the A Bijoux brand.",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,26.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,100,,,,
LHEKZFTHAJSIRNZRG7B26ZUY,Set of 2 |Crystal Wine Glasses with Gold Plated Purple Amethyst,Rose Gold Finish,,"Set of 2 , Crystal Wine Glass with Gold Plated Agate/Quartz Semi-precious Crystals



Capacity - 7 oz/210 ml



Each piece is electroplated (not gold leaf or gilded, which may rub off) with beautiful thick metallic GOLD/SILVER/ROSE GOLD



Can be used for both hot & cold beverages



DO NOT microwave



All pieces are completely food safe



Since each item is individually handmade, slight variation may occur



Can do Gold/Silver/Rose Gold finish",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,N,N,N,103.69,,N,,N,,N,#finish429995b1-f64c-4573-af73-9ee99153f46d,Rose Gold Finish,,,,,,,,N,,,,,,Y,100,,,,
GGTVYFBFKIXOZSB2F6Y7QFTJ,Set of 2 |Crystal Wine Glasses with Gold Plated Purple Amethyst,Silver Finish,,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,,,,,103.69,,N,,,,N,#finish429995b1-f64c-4573-af73-9ee99153f46d,Silver Finish,,,,,,,,N,,,,,,Y,100,,,,
MAOLTZSGKQJ2RUOHQLZEVWVR,Set of 2 |Crystal Wine Glasses with Gold Plated Purple Amethyst,Gold Finish,,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,,,,,103.69,,N,,,,N,#finish429995b1-f64c-4573-af73-9ee99153f46d,Gold Finish,,,,,,,,N,,,,,,Y,98,,,,
R6UTKPAU26HRKGY4UHK46L7W,Seven Chakra Soapstone Incense Burner,,,"Light up your favorite incense and welcome zen into your home using this seven chakra incense holder to simplify the way you hold incense sticks. It makes the process of adding aroma to any space easy, hassle-free, and adds beauty to your home.

It is meticulously Handcrafted from soapstone engraved and painted with seven chakra colors and designs into a beautiful, long sleek holder, to add to the aesthetics of your home. The tray makes sure to collect the ashes from the incense sticks. The aroma of burning incense is extremely soothing to the mind, especially after a tiring day at work. Perfect for the yoga studio, office space, or living room. You can also gift it to a loved one or for house warming occasion.

The base picks up the ash from the incense sticks and holds one incense stick
Keep the burning incense within sight, and do not move the holder when hot. Keep it away from children and pets. Wipe with a clean, dry cloth.

Size: 10"" Length",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,57.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,52,,,,
PMPE2RBJ7IZDA262RZ63JIS5,Skeleton Key Earrings # 1132,assorted,,"Made In U.S.A
Style # 1132
Size 2.1"" x 0.8""
Skeleton Key Earrings
Skeleton Keys symbolize the access to discover that which is hidden or secret
Made from sustainably sourced wood and 90% recycled display cards.
Laser-cut wood
Stained with water based dye
Ear wires are silver-finished 304L stainless steel, hypoallergenic, and enhanced with a new, smooth and consistent electrophoretic coating that resists tarnishing.
Earrings shown in color Teal",🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,Y,,Y,Y,30.01,,N,,N,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,assorted,,,,,,,,N,,,,,,Y,1000,,,,
SKCCHVGQ5AICDYNV5T6PZFTN,Skeleton Key Earrings # 1132,Aqua Marine,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Aqua Marine,,,,,,,,N,,,,,,Y,1000,,,,
FA427VI5D2L5WI6KDXBUMDYC,Skeleton Key Earrings # 1132,Brown,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Brown,,,,,,,,N,,,,,,Y,1000,,,,
PRZVSI4CVVKB6MQVODHHXELG,Skeleton Key Earrings # 1132,Apple Green,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Apple Green,,,,,,,,N,,,,,,Y,1000,,,,
5XBFBZ3KAOZ2557R5SSOIUTZ,Skeleton Key Earrings # 1132,Cherry Red,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Cherry Red,,,,,,,,N,,,,,,Y,1000,,,,
7NZC5QCBQN3ZPBE6RIDQ557P,Skeleton Key Earrings # 1132,Gray,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Gray,,,,,,,,N,,,,,,Y,1000,,,,
BSJUHKB5OLOFGRUL7IM54TPG,Skeleton Key Earrings # 1132,Cinnamon,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Cinnamon,,,,,,,,N,,,,,,Y,1000,,,,
JVVRRW6AH4LHCCVGBRHL5FQG,Skeleton Key Earrings # 1132,Fuchsia,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Fuchsia,,,,,,,,N,,,,,,Y,1000,,,,
N4UO257GA5H3QXAHJSDI3RUX,Skeleton Key Earrings # 1132,Kelly Green,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Kelly Green,,,,,,,,N,,,,,,Y,1000,,,,
6SGJWUMYPSDKBQ7SNBXR6FQO,Skeleton Key Earrings # 1132,Lemon Yellow,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Lemon Yellow,,,,,,,,N,,,,,,Y,1000,,,,
3INQG6XEEIN6YRMJLIYIPQKU,Skeleton Key Earrings # 1132,Natural Wood,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Natural Wood,,,,,,,,N,,,,,,Y,1000,,,,
C32JUULE5BA6FERHMZE2FYBW,Skeleton Key Earrings # 1132,Pink,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Pink,,,,,,,,N,,,,,,Y,1000,,,,
IJHIB7H6YWYSJQH2JWSVQP46,Skeleton Key Earrings # 1132,Purple,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Purple,,,,,,,,N,,,,,,Y,1000,,,,
QI5FYOXYV5ERLAQJH5MQSPSS,Skeleton Key Earrings # 1132,Royal Blue,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Royal Blue,,,,,,,,N,,,,,,Y,1000,,,,
Z4AA5J7WOIHLE43KPWPWGKZH,Skeleton Key Earrings # 1132,Tan,,,🇫🇷 Whimsical Gifts,🇫🇷 Whimsical Gifts,,,,,visible,Physical good,,,,,,,,30.01,,N,,,,N,#colora8e63a68-4836-4873-b8d8-8d1ea4cd5ed8,Tan,,,,,,,,N,,,,,,Y,1000,,,,
