Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TBDL Richmond,Current Quantity TBDL Richmond,New Quantity TBDL Richmond,Stock Alert Enabled TBDL Richmond,Stock Alert Count TBDL Richmond,Price TBDL Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry,Enabled TVM Richmond,Current Quantity TVM Richmond,New Quantity TVM Richmond,Stock Alert Enabled TVM Richmond,Stock Alert Count TVM Richmond,Price TVM Richmond
SGXDIXO52YVLFT5G5LGODHVZ,Handmade Olive Wood Bottle Holder | Available in Two Designs,"D1: Crescent (28cm / 11"")",,"<p></p><p>Add style and functionality to your countertop, dining room, or living space with this handmade vintage bottle holder made from premium Tunisian olive wood. This beautifully designed holder can hold 2 bottles, making it a perfect addition to any space. Whether you&#39;re displaying wine bottles or other decorative bottles, this piece adds a mid-century vintage touch to your home decor.</p><p></p><p>The tightly grained olive wood is extremely sturdy and durable, making it ideal for daily use and an elegant display piece. With its natural wood finish and sleek design, it not only serves a practical purpose but also becomes a statement piece in your home.</p><p></p><p>Whether you&#39;re looking for a unique gift or just want to add some rustic charm to your home, this olive wood bottle holder is a perfect choice.</p><p><br/></p><p></p><h3> Sustainability Commitment</h3><p>For every order, we plant a tree in partnership with &#34;TREES FOR THE FUTURE&#34; . When you purchase this handmade item, you help contribute to reforestation efforts and a greener planet.</p><p></p><h3> Why Choose Our Handmade Olive Wood Bottle Holder?</h3><p></p><p></p><p></p><p>Handcrafted from Premium Olive Wood: Made from high-quality, sustainably sourced Tunisian olive wood.</p><p></p><p></p><p></p><p>Elegant &amp; Functional Design: Holds 2 bottles securely and stylishly.</p><p></p><p></p><p></p><p>Durable &amp; Sturdy: The tightly grained olive wood makes this piece perfect for daily use.</p><p></p><p></p><p></p><p>Perfect Gift Idea: Ideal for wine lovers, housewarming parties, or anyone who enjoys rustic home decor.</p><p></p><p></p><p></p><p>Eco-Friendly: Sustainably sourced olive wood to support ethical craftsmanship and environmental sustainability.</p><p></p><p></p><p><br/></p><p></p><h3>Dimensions:</h3><p></p><p></p><p></p><p>Size of Holder:</p><p></p><p></p><p></p><p>Length: 26 cm (10.23 inches)</p><p></p><p></p><p></p><p>Height: 15 cm (5.9 inches)</p><p></p><p></p><p></p><p>Width: 6 cm (2.36 inches)</p><p></p><p></p><p></p><p></p><p><br/></p><p></p><h3> Care Instructions</h3><p></p><p></p><p></p><p>Wash with warm water and regular soap.</p><p></p><p></p><p></p><p>Condition with olive oil or corn oil if the wood appears dry. Apply a small dab to a paper towel and gently rub.</p><p></p><p></p><p></p><p>Avoid soaking or using the dishwasher. To maintain the wood&#39;s natural beauty, avoid prolonged water exposure.</p><p></p><p><br/></p>","TRTR Curated, Timeless Treasures",Timeless Treasures,,,,,visible,Physical good,,,,Y,N,N,N,92.47,,N,,N,,N,#style8f8942bc-966b-4b61-8afc-0e8f1f438b9d,"D1: Crescent (28cm / 11"")",,,,,,,,Y,,,,,,Y,,,,,,Y,50,,,,,Y,,,,,
KX7TFIHJI6WEMVDLKAMAHOZF,Handmade Olive Wood Bottle Holder | Available in Two Designs,"D2: Wavy (29cm / 11.42"")",,,"TRTR Curated, Timeless Treasures",Timeless Treasures,,,,,visible,Physical good,,,,,,,,97.22,,N,,,,N,#style8f8942bc-966b-4b61-8afc-0e8f1f438b9d,"D2: Wavy (29cm / 11.42"")",,,,,,,,Y,,,,,,Y,,,,,,Y,80,,,,,Y,,,,,
XJA5J6OPKJ55R4BXNEW3ZQNZ,Harmony Meditation Fountain With Led Light,1,,"Introducing the Harmony Meditation Fountain, an exquisite addition to your home or workspace that elegantly combines functionality with aesthetic appeal. This carefully crafted fountain is designed to enhance your surroundings while providing a serene atmosphere conducive to relaxation and mindfulness.



Constructed from resilient materials, the Harmony Meditation Fountain features a tranquil water flow that creates an ambient backdrop, perfect for unwinding after a long day or fostering a meditative environment. Its gentle sound mimics the soothing effects of nature, allowing you to escape the hustle and bustle of daily life.



The incorporation of soft LED lighting adds a warm glow to any space, making it an ideal night light. Imagine drifting off to sleep or centering yourself during yoga and meditation, enveloped in the calming sounds and appearance of your fountain.



Key features include:



- A meticulously designed resin structure that enhances durability and elegance.

- An efficient water pump ensuring a continuous flow, creating a captivating focal point while maintaining tranquillity.

- An LED light that not only illuminates but also complements the overall aesthetic.

- A 6-foot power cord equipped with an AC wall adapter, meeting the strict safety standards of both the US and Canada.



Enhance your interior decor and cultivate a peaceful ambiance with the Harmony Meditation Fountain, a perfect embodiment of Zen philosophy that complements any tabletop, counter space, or office desk.",,,,,,,visible,Physical good,,,,Y,,,,135.23,,N,,N,,N,#pack-of0aa5330c-04a0-44f0-9445-3d8a4bbd2601,1,,,,,,,,N,,,,,,N,,,,,,Y,9,,,,,N,,,,,
76N44WTQCD565H2YU6TZ4HV3,Heart Box With Crystals In Lid,,,"This dainty 2.5"" x 2.5"" heart shaped box has clear crystals outlining the heart shape cover of the box. The finish is brushed and will not tarnish. The cover lifts off the box and the inside cover are lined with a dark blue flocked cloth. The perfect gift for a flower girl. White gift box.",,,,,,,visible,Physical good,,,,Y,,,,62.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
PL4SS4FMDYQLITICW3ARA3YM,Heart Chakra Incense Sticks,,,This pack of incense contains 30 incense sticks in a mint fragrance. The incense represents the Heart Chakra which is linked to compassion and altruism. The pack comes with a wooden ash catcher showing the Heart Chakra symbol. Dimensions: H28cm x W4cm x D4cm; Material: Incense,,,,,,,visible,Physical good,,,,Y,,,,25.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,242,,,,,N,,,,,
GBD7XLKQPYOLQUDMKMJMYTXI,Heart chakra Crystal Singing Bowl,Default Title,,"<p>The Heart chakra is the seat of your intuition and emotions. A healthy Heart chakra will bring you the capacity to accept and forgive yourself, love your self as you are, and heal. It governs the heart, circulation,breathing, and blood pressure .</p>
<!---->",,,,,,,visible,Physical good,,,,Y,,,,678.23,,N,,,,N,#title79fe1765-ab29-4863-8aa5-250caf1c978b,Default Title,,,,,,,,N,,,,,,N,,,,,,Y,1,,,,,N,,,,,
3CL2WRCIHZKQLQEJNSWUN775,"High Vibe Home Kit with Selenite, Palo Santo, Copal, Black Tourmaline,",,,"Your home is a reflection of your personality and a sacred space. This high-vibe home kit is designed to help you clear negative energy and infuse positive energy, clarity, and supportive loving vibrations into your space and life.

Infuse the air with negative ions from sacred herbs and resins, and use the antiviral/antibacterial Copal and Palo Santo to improve the air quality and energetics of your sacred space. Protect and enliven your home with crystals, bringing in the energy of luck, prosperity, abundance, grounding, and love.

Here’s what’s included in your kit:

- Selenite: A pale white crystal that neutralizes negative energy, helps you stay in the “flow of life,” and allows you to let go of resistance. Place it at the entrance to your home or on your altar.

- Palo Santo: A piece of wooden incense derived from a sacred tree used for thousands of years to bring blessings and cleanse the energetic body (aura). Moon and Jai Palo Santo is sustainably harvested. Palo Santo has a citrusy woodsy scent that uplifts the energy in your home.

- Copal: A natural resin incense used to energetically purify your aura and space, eliminating dense and stagnant energy. It has a pleasant slightly musky scent and is used to burn away negativity, supporting positive changes.

- Black Tourmaline: A grounding crystal that connects you deeper to your roots and the Earth. It helps neutralize electromagnetic radiation and acts as a stone of purification, absorbing negative energy and creating a protective energy shield around your home.

- Rose Quartz: A soothing and comforting stone of love, perfect for your bedroom. It reminds you to be gentle with yourself, restores harmony, and assists in building self-love.

- Tiger’s Eye: A stone of good luck and prosperity, ideal for your work area or living room. Its healing properties come from the Sun and Earth elements, giving it both grounding and inspiring vibrations. Its optimistic and stabilizing energy helps you see any situation in a positive light.

- Moon and Jai Matches: Light the fire of manifestation!

- Ritual Guidance: A thorough guide on performing your ritual.",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,76.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
5TYBUCAGGT2SX7JP6YHHF5KP,Honeysuckle Face & Body Oil 4oz,Standard,SKU_885,"Rejuvenate and renew your skin with Honeysuckle Face & Body Oil. This luxurious oil blends together nourishing Honeysuckle Extract, Chamomile, and Babassu Seed Oil to provide deep hydration while combating signs of aging. Experience fast-absorbing moisture that soothes and comforts dry, flaky, or irritated skin. Perfect for all skin types, this product should be used in the morning and evening after bathing to apply a few drops at a time on damp skin for the best results. Protect yourself against free radicals with antioxidant defense and prevent visible signs of aging by adding Honeysuckle Face & Body Oil into your daily skincare routine. Ingredients: Glycine Soja (Soybean) Oil, Olea Europaea (Olive) Fruit Oil, Rosa Rubigenosa Seed Oil (Rose Hip), Tocopherol, Fragrance, Helianthus Annuus (Sunflower) Seed Oil, Aloe Barbadensis Leaf Juice (Aloe Vera), Lavandula Angustifolia (Lavender) Oil, Chamomilla Recutita (Matricaria) Flower Oil, Orbignya Oleifera (Babassu) Seed Oil.",,,,,,,unavailable,Physical good,,,,Y,,,,40.00,,Y,,N,,Y,,,,,,,,,,Y,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,
OSCDVNBIFUWRX7LEH5N2DH27,Hyaluronic Acid Serum 1oz,Standard,SKU_582,"The ultra-hydrating Hyaluronic Acid Serum - your ultimate savior from dry, dehydrated, and flaky skin! Formulated with Hyaluronic Acid to deeply moisturize your skin, this powerful serum is the key to lasting hydration throughout the day and well into the night. Essential for all skin types, our serum can be applied after your daily skincare routine or even used periodically throughout the day. Say goodbye to dryness and flakiness and say hello to softer, healthier, and more supple skin! Ingredients: Aqua (Water), Glycerin, Butylene Glycol, Phenoxyethanol, Sodium Hyaluronate, Carbomer, Xanthan Gum.",,,,,,,unavailable,Physical good,,,,Y,,,,60.00,,Y,,N,,Y,,,,,,,,,,Y,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,
75B4E6XORO75KOCVQNR5ZL76,I am loved - Eternal Love Crystal Infused Reed Diffuser - Rose Scented,,,"<p></p><p></p><p></p><p><strong>Includes:</strong></p><p></p><p><strong>Rose Quartz and Amethyst</strong><br/><br/> Attracts long-lasting commitment in relationships, healing of the heart as well as love &amp; romance.</p><p></p><p>All of our crystal-infused diffusers are handmade with an eco-solvent reed diffuser base system derived from plant feedstocks and contain NO VOCs (Volatile Organic Compounds). This delivers superior performance compared to other diffuser bases which can be harmful to the environment.</p><p></p><p><strong>Reed Diffusers</strong> are the perfect way to freshen up any indoor area of your home or workspace without the need for flame from a candle or electricity from an electric melt warmer. The natural fibre reeds continuously release a clean, pure fragrance throughout the space. Simple turn reeds over once a week to recharge and release a new wave of fragrance.</p><p></p><p><strong>Size: 225mls </strong></p><p></p><p><strong>DIRECTIONS OF USE</strong><br/><strong>STEP 1</strong> – Remove the stopper and insert the reeds. After 1 hour, flip the reeds to saturate the other end of the reeds.<br/><strong>STEP 2</strong> – Place your reed diffuser where people pass throughout the day, this encourages air circulation and lifts the fragrance. If you like a fuller fragrance, use all the reeds provided, for a lighter fragrance use fewer reeds.<br/><strong>STEP 3</strong> – Flip reeds every time you notice the scent dissipating (this is usually once a week). Your reed diffuser can last up to 6 months, depending on the bottle size and air condition it is placed in.<br/>Some factors that will affect how long your reed diffuser will last and the amount of fragrance it releases are<br/>• Number of reeds used<br/>• The airflow around your diffuser, If close to a fan, air conditioning or open window the reeds will soak up oil faster.</p><p></p><p><strong>WARNING</strong><br/>• Do not light the reeds.<br/>• Ensure your Reed Diffuser is placed out of reach of children and pets<br/>• Ensure your Reed Diffuser is in an area it will not be knocked over<br/>• If spilt, clean the area immediately as the liquid can damage surfaces.<br/>• Keep away from electrical appliances<br/>• Do not ingest liquid</p>",,,,,,,visible,Physical good,,,,Y,,,,58.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,1,,,,,N,,,,,
T3JXPC2P5W57HJEXFCMMI6ET,Imperial Jasper Purple Heart Bracelet,"Regular, Purple",,"<p><span style=""color: rgb(64, 64, 64);"">Discover the exquisite Imperial Jasper Purple Heart Bracelet. Handmade with rich purple-hued imperial jasper beads and a heart-shaped charm, it effortlessly fits most wrist sizes. Perfect for everyday wear or special occasions. Embrace the healing energies of jasper and elevate your style.</span></p>
<p> <br></p>
<p><span style=""text-decoration: underline;""><strong>Product Information</strong></span><br><span style=""color: rgb(64, 64, 64);"">Item Type: Bracelet</span><br><span style=""color: rgb(64, 64, 64);"">Gender: Female</span><br><span style=""color: rgb(64, 64, 64);"">Style: Bohemian</span><br><span style=""color: rgb(64, 64, 64);"">Material: Semi-precious stone (Imperial Jasper)</span><br><span style=""color: rgb(64, 64, 64);"">Clouser: Elastic Band</span><br><span style=""color: rgb(64, 64, 64);"">Size: 20 cm (Elastic Band)</span><br></p>",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,59.23,,N,,,,N,#sizef21cc856-8201-4f93-b2aa-631eeea67a88,Regular,#colorf21cc856-8201-4f93-b2aa-631eeea67a88,Purple,,,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
MMGT6FSR7ZULMXJYTKKNHYH3,Insight + Energy Crystal Set,Insight+Energy Set,,"<p></p><p>Enhance your body, mind and spirit energy with this great set of 3 crystals! <a target=""_blank"" rel=""noreferrer noopener"">Amethyst, Citrine and Crystal Quartz </a>(1 of each stone) comes in a small white pouch. Each stone is approx 1-2&#34;.</p><p></p><h6></h6><p><em>This crystal set has been charged under the super full moon. Please make sure to charge and cleanse crystals regularly. Crystals you purchase may have some slight variances from the </em><em>stock photo pictured.   </em></p><p></p>",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,37.23,,N,,N,,N,#titleb7ea9f2f-0780-4990-9276-35e893cc56b5,Insight+Energy Set,,,,,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
Z5HHX7C4WMFDHCZ4PAJFETLG,Jasmine Essential Body + Massage Oil,,,"<p class=""MsoNormal"" style=""margin: 0in 0in 0.0001pt; font-size: medium; font-family: Cambria; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px; text-decoration: none;""><span style=""font-family: ""Avenir Roman""; color: black;"">Jasmine Essential Body + Massage Oil</span><span style=""font-family: ""Avenir Roman"";""><o:p></o:p></span></p><p class=""MsoNormal"" style=""margin: 15pt 0in 19.2pt; font-size: medium; font-family: Cambria; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px; text-decoration: none;""><span style=""font-family: ""Avenir Roman""; color: rgb(29, 29, 29); letter-spacing: 0.2pt;"">This blend offers a relaxing aroma to help alleviate anxiety and lift spirits. This is also a wonderful skin moisturizer.<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin: 15pt 0in 19.2pt; font-size: medium; font-family: Cambria; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px; text-decoration: none;""><span style=""font-family: ""Avenir Roman""; color: rgb(29, 29, 29); letter-spacing: 0.2pt;"">Aroma: Floral, Calming<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin: 15pt 0in 19.2pt; font-size: medium; font-family: Cambria; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px; text-decoration: none;""><b><span style=""font-family: ""Avenir Roman""; color: rgb(29, 29, 29); letter-spacing: 0.2pt;"">Ingredients:<span class=""Apple-converted-space""> </span></span></b><span style=""font-family: ""Avenir Roman""; color: rgb(29, 29, 29); letter-spacing: 0.2pt;"">Fragrance Oil, Sweet Almond Oil<o:p></o:p></span><br></p><p class=""MsoNormal"" style=""margin: 15pt 0in 19.2pt; font-size: medium; font-family: Cambria; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px; text-decoration: none;""><span style=""font-family: ""Avenir Roman""; color: rgb(29, 29, 29); letter-spacing: 0.2pt;"">Made in Brooklyn<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin: 0in 0in 0.0001pt; font-size: medium; font-family: Cambria; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px; text-decoration: none;""><span style=""font-family: ""Avenir Roman"";""><o:p> </o:p></span></p>",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,47.23,,N,,,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,85,,,,,N,,,,,
FPKKAOH7DBHH42GDWROGKKTG,L'ORACLE BY SISTERS ASTRO,,,"<p></p><p> L&#39;Oracle by Sisters Astro a été conçu pour vous accompagner au quotidien à l&#39;aide de messages, conseils et rituels.</p><p></p><p>Pensez à vous, soyez qui vous avez envie d&#39;être, réalisez vos rêves. Pour que chaque jour qui passe ne soit plus laissé au hasard. &lt;3</p><p></p><p>Ce coffret contient : </p><p></p><p>• 50 cartes illustrées <br/>• Un livret de 80 pages avec 6 exemples de tirages et l&#39;interprétation de chacune des cartes<br/>• Une pochette pour transporter votre oracle et le consulter où que vous soyez</p><p></p><p>Toutes les cartes sont en symbiose et choisies ensemble pour représenter les différents cycles de la vie. Chacune d’elles puise son inspiration dans l’astrologie, la numérologie et les lois universelles spirituelles. Un mélange de philosophie, de psychologie et de poésie pour vous laisser les clés de votre propre interprétation.</p><p></p><p><strong><em>&#34;Cet oracle est l&#39;aboutissement de mon éveil spirituel, que je souhaite aujourd&#39;hui partager avec vous. Il y a plusieurs années, une suite d&#39;évènements est venue éveiller en moi une quête de sens. Pourquoi sommes-nous là ensemble ? Pourquoi suis-je là, moi ? La science et la spiritualité ne sont pas si éloignées. Pour comprendre notre monde, il faut accepter sa part d&#39;ombre. Son inconnu, son mystère. Un monde où l&#39;on ne croit pas est un monde sans rêves. Un monde où l’on ne voit pas est au contraire un monde sans trêve. Imaginons. Écrivons notre monde. Donnons-lui du sens et rendons-lui sa magie, que l&#39;on appelle : Énergie.&#34;</em></strong></p><p></p><p><strong>- Jenny Finkelstein, fondatrice de Sisters Astro.</strong></p><p></p><p><em>Editions Marabout - Hachette</em><br/><em>Auteurs : Jenny Finkelstein, Leslie Cazemajor</em><br/><em>Illustrations : Aurélie Redlips</em></p><p></p><p>Kit n°3 :</p><p></p><p>Sauge, palo + aragonite bleue &amp; quartz rose brute</p><p></p><p> </p><p></p><div>Kit n°4 : </div><p></p><div> Tapis tirage de cartes symboles Astro en velours pour vos soirées célestes. Le tapis de cartomancie permet de recentrer les énergies et d’élever votre esprit pour un moment magique. No distraction, full sensations &lt;3 </div><p></p><div>Dimensions : 80 x 80cm <br/><p></p></div><p></p><div></div><p></p><div></div><p></p><p>Couleur : noir et doré<br/>Motifs : Symboles astro<br/>Facile à plier et à emporter </p>",Whimsical Gifts,Whimsical Gifts,,,,,visible,Physical good,,,,Y,N,N,N,50.15,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,N,100,,,,,Y,,,,,
WYM4OL5SV2ODXAVBBEIMDDH3,Labz' Easter Celebration Poster | 24″×36″,,6820268A749F4_2,"From fun artwork to motivational quotes, a poster is a perfect way to showcase who you are on the inside. These matte-finish posters will bring some ✨sparkle✨ to any space.


• Paper thickness: 10.3 mil

• Paper weight: 5.57 oz/y² (189 g/m²)

• Giclée printing quality

• Opacity: 94%

• ISO brightness: 104%


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Labz,Labz,,,,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,,,
BSFJ7SV7AZW7QVS4OERJNJS2,Labz' Framed (3 types) Easter Picnic Print 8x10,White,6820276A84CAB_10754,"Make a statement in any room with this framed poster, printed on thick matte paper. The matte black frame that's made from wood from renewable forests adds an extra touch of class.


• Ayous wood .75″ (1.9 cm) thick frame from renewable forests

• Paper thickness: 10.3 mil (0.26 mm)

• Paper weight: 189 g/m²

• Lightweight

• Acrylite front protector

• Hanging hardware included

• Blank product components in the US sourced from Japan and the US

• Blank product components in the EU sourced from Japan and Latvia



This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Labz,Labz,,,,,visible,Physical good,,,,Y,N,N,N,44.50,,N,,N,,N,Color,White,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,,,
PLMBESHHNTNLGDYRLJ7VRXXO,Labz' Framed (3 types) Easter Picnic Print 8x10,Black,6820276A84CAB_4651,,Labz,Labz,,,,,visible,Physical good,,,,,,,,44.50,,N,,,,N,Color,Black,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,,,
R3YB2T7V425WVDGGKLDXVBGE,Labz' Framed (3 types) Easter Picnic Print 8x10,Red Oak,6820276A84CAB_15021,,Labz,Labz,,,,,visible,Physical good,,,,,,,,44.50,,N,,,,N,Color,Red Oak,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,,,
6VN5AP3TT7HKQ5DN5FTLHNEN,Labz' Mayan Slots & Glass jar soy wax candle,,682022B241713_16270,"With its sleek glass jar, this candle functions as stylish home decor. Light it up and watch how its soft glow brings the room to life!


• Soy wax

• Cotton wick

• 3.76″ × 3.13″  (95 × 79 mm) glass vessel

• Product weight: 1.2 lbs (570 g)

• Unscented, has a pleasant natural aroma

• Blank product sourced from Latvia",Labz,Labz,,,,,visible,Physical good,,,,Y,N,N,N,24.99,,N,,N,,N,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,,,
ZUKD5MDREO7WORFFFY5YDOZE,LagunaMoon Aroma Diffuser with Essential Oils Gift 10 Set Kit,,,"Common Ways To Use:

1.Hair care:

For dry hair ends, mix 1/4 cup of fractionated coconut oil, 7 drops of Geranium oil, 7 drops of Lavender oil, and apply a few drops of this serum to damp hair just after a shower. Let dry completely without a hair dryer.

2.Bath:

When you feel sore all over, add 10 drops of Lavender essential oil, 5 drops of Peppermint essential oil, 5 drops of Orange essential oil, 1 tablespoon of Jojoba carrier oil, and a handful of Epsom salt into a water-filled bathtub, and sit inside for at least 15 minutes.

3.Perfume:

Mix, for example, 5 drops of Lavender essential oil, 4 drops of Orange essential oil, 1 drop of Ylang Ylang essential oil in a roller bottle, and fill it up with a carrier oil of your choice.

This essential oils variety pack is perfect for the home (bedroom, living room, bathroom, study room), office (workstation, conference room), outdoors, campground, yoga room, car, spa, and more!

Friendly Reminder:

For external use only. Not recommended for ingestion. Avoid contact with eyes. Keep out of reach of children. Keep away from pets. For topical use, first dilute essential oil with carrier oil. Store in a cool, dry place. Please read the labels and instructions before use. If pregnant or nursing, consult with your health care provider before use.


About this item
Achieve a deeper state of awareness with this Lagunamoon gift set, which includes a selection of ten individual 10mL bottles of premium essential oils: peppermint, lemon, rosemary, orange, eucalyptus, lavender, clove, ylang ylang, patchouli, & geranium.


Essential oils are used for aromatherapy, Ayurveda, steam inhalations, massage, natural perfumery, baths, hair care, saunas, air freshening, compresses, vaporization, chakra balancing, or to enhance shampoos, lotions, creams, soaps & bath bombs.


Our aromatherapy essential oils are suitable for diffusion, vaporizing, inhalation, cleaning, massage, oil burner, home care (bedroom, living room, bathroom, study room), office (workstation, conference room), outdoors, campground, yoga room, car and spa.


Simply add a few drops to any aromatherapy diffuser and fill your entire room with that aroma. no parabens, additives, fillers, oils are perfect for aromatherapy, Massage & all round relaxation.


Come with essential oil guide, each box includes 10 bottles, outside with well transparent protective seal wrapping.


Essential Oils for Diffuser
Adding a few drops to water reservoir of diffuser or humidifier, the fragrance emanated from essential oils will refresh the air.

Essential Oils for Spa & Massage
Enjoy a spa vacation, relax the mind and body while moisturizing your skin with these essential oils.

Essential Oils for Yoga & Sports
Experience heightened training morale with stimulating scent in the yoga room or indoor sporting area.",,,,,,,visible,Physical good,,,,Y,,,,80.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,96,,,,,N,,,,,
